<TICKER>,<PER>,<DATE>,<TIME>,<USD_OPEN>,<USD_HIGH>,<USD_LOW>,<USD_CLOSE>,<USD_VOL>
USDRUB,60,20160128,180000,76.5264000,77.2805000,76.3213000,76.4316000,51178
USDRUB,60,20160128,190000,76.4316000,77.2805000,75.9168000,75.9306000,54517
USDRUB,60,20160128,200000,75.9269000,76.4557000,75.4413000,75.9991000,48646
USDRUB,60,20160128,210000,76.0003000,76.9868000,75.9738000,76.8139000,53685
USDRUB,60,20160128,220000,76.8131000,76.8319000,76.1060000,76.6861000,51105
USDRUB,60,20160128,230000,76.6861000,76.6900000,76.1930000,76.5461000,44256
USDRUB,60,20160129,000000,76.5461000,76.6611000,76.2000000,76.4861000,44974
USDRUB,60,20160129,010000,76.4861000,76.5861000,75.9020000,76.4634000,44803
USDRUB,60,20160129,020000,76.4695000,76.5185000,75.7990000,76.2210000,34061
USDRUB,60,20160129,030000,76.2210000,76.5317000,75.5016000,75.6291000,2834
USDRUB,60,20160129,040000,76.2334000,76.9680000,75.6291000,76.0883000,410
USDRUB,60,20160129,050000,76.0883000,76.5389000,76.0883000,76.2793000,608
USDRUB,60,20160129,060000,76.4025000,76.5200000,76.2743000,76.2988000,2866
USDRUB,60,20160129,070000,76.4223000,76.4223000,75.9450000,76.2041000,4559
USDRUB,60,20160129,080000,76.3273000,76.3346000,75.8400000,76.1293000,4204
USDRUB,60,20160129,090000,76.1850000,76.2729000,75.8278000,75.8941000,4074
USDRUB,60,20160129,100000,75.8941000,76.2700000,75.4891000,75.7891000,7223
USDRUB,60,20160129,110000,75.7891000,76.2703000,75.6250000,75.7550000,4142
USDRUB,60,20160129,120000,75.9465000,75.9465000,74.9238000,75.4371000,5894
USDRUB,60,20160129,130000,75.4371000,75.6826000,74.5763000,75.3203000,46548
USDRUB,60,20160129,140000,75.3196000,76.0180000,75.0813000,75.8275000,44254
USDRUB,60,20160129,150000,75.8265000,75.9746000,75.3430000,75.5492000,46565
USDRUB,60,20160129,160000,75.5492000,76.1769000,75.2700000,75.9851000,43960
USDRUB,60,20160129,170000,75.9851000,76.3499000,75.8640000,76.1969000,42397
USDRUB,60,20160129,180000,76.1946000,76.2278000,75.5288000,75.5945000,41475
USDRUB,60,20160129,190000,75.5970000,75.9996000,75.5563000,75.7023000,45019
USDRUB,60,20160129,200000,75.7137000,75.8579000,75.1238000,75.3413000,45756
USDRUB,60,20160129,210000,75.3553000,75.7296000,75.0500000,75.1745000,42799
USDRUB,60,20160129,220000,75.1745000,75.9897000,75.0280000,75.7546000,42439
USDRUB,60,20160129,230000,75.7546000,75.8507000,75.3470000,75.4678000,34152
USDRUB,60,20160130,000000,75.4795000,75.7231000,75.2860000,75.4946000,34621
USDRUB,60,20160130,010000,75.5085000,75.6101000,75.2500000,75.4074000,28341
USDRUB,60,20160130,020000,75.4303000,75.5131000,75.2850000,75.3803000,21430
USDRUB,60,20160130,030000,75.3803000,76.0319000,74.8308000,75.1466000,3995
USDRUB,60,20160130,040000,76.1069000,76.1069000,75.4820000,75.5546000,13
USDRUB,60,20160130,050000,75.5546000,75.5546000,75.5546000,75.5546000,10
USDRUB,60,20160201,000000,75.1125000,75.1518000,75.1125000,75.1518000,23
USDRUB,60,20160201,010000,75.1518000,75.5104000,75.1518000,75.4820000,27
USDRUB,60,20160201,020000,75.4820000,75.4950000,75.1877000,75.4820000,36
USDRUB,60,20160201,030000,75.3169000,75.9731000,75.2206000,75.9731000,37
USDRUB,60,20160201,040000,76.2686000,76.3551000,75.1995000,76.0001000,51
USDRUB,60,20160201,050000,76.0001000,76.0001000,75.0500000,75.8074000,62
USDRUB,60,20160201,060000,76.1029000,76.1029000,75.1995000,75.4950000,38
USDRUB,60,20160201,070000,75.4059000,75.4986000,74.7660000,75.3573000,49
USDRUB,60,20160201,080000,75.3059000,75.6263000,74.9815000,75.2916000,481
USDRUB,60,20160201,090000,75.6012000,75.6887000,75.2916000,75.4916000,607
USDRUB,60,20160201,100000,75.6660000,75.6900000,75.2250000,75.3386000,1064
USDRUB,60,20160201,110000,75.5357000,75.6857000,75.2591000,75.2621000,1280
USDRUB,60,20160201,120000,75.5776000,75.9973000,74.3500000,75.3511000,5611
USDRUB,60,20160201,130000,75.3980000,76.6246000,75.1880000,76.2756000,55047
USDRUB,60,20160201,140000,76.2755000,76.7022000,75.9412000,76.2892000,52870
USDRUB,60,20160201,150000,76.2937000,76.4284000,75.6887000,76.0700000,50556
USDRUB,60,20160201,160000,76.0704000,76.1755000,75.7362000,75.8536000,47413
USDRUB,60,20160201,170000,75.8682000,75.9261000,75.4117000,75.8588000,51170
USDRUB,60,20160201,180000,75.8578000,76.3901000,75.7450000,76.1692000,52858
USDRUB,60,20160201,190000,76.1692000,76.5379000,76.0367000,76.4705000,53793
USDRUB,60,20160201,200000,76.4705000,76.6847000,76.1167000,76.4396000,50541
USDRUB,60,20160201,210000,76.4396000,76.6328000,76.2655000,76.6128000,50732
USDRUB,60,20160201,220000,76.6128000,76.9744000,76.5120000,76.9316000,43415
USDRUB,60,20160201,230000,76.9321000,77.4335000,76.8342000,77.3646000,43831
USDRUB,60,20160202,000000,77.3646000,77.4511000,77.0150000,77.1231000,38922
USDRUB,60,20160202,010000,77.1145000,77.3329000,76.9220000,77.1896000,34790
USDRUB,60,20160202,020000,77.1896000,77.3581000,77.1020000,77.2728000,15962
USDRUB,60,20160202,030000,77.0836000,77.3832000,76.8713000,77.0791000,2634
USDRUB,60,20160202,040000,77.0433000,77.4220000,76.5091000,76.5091000,712
USDRUB,60,20160202,050000,77.0268000,77.3768000,76.5091000,76.7991000,596
USDRUB,60,20160202,060000,77.2993000,77.5170000,76.7991000,77.0841000,2259
USDRUB,60,20160202,070000,76.9703000,77.4295000,76.9703000,77.0971000,3603
USDRUB,60,20160202,080000,77.0971000,77.3180000,77.0400000,77.1166000,3794
USDRUB,60,20160202,090000,77.3198000,77.4995000,77.0300000,77.0896000,3865
USDRUB,60,20160202,100000,77.3686000,77.5844000,77.0300000,77.5844000,4398
USDRUB,60,20160202,110000,77.5179000,77.6678000,76.2667000,77.4976000,4226
USDRUB,60,20160202,120000,77.4976000,78.2942000,77.0881000,77.9211000,5653
USDRUB,60,20160202,130000,77.9211000,78.3274000,77.7064000,77.7411000,50156
USDRUB,60,20160202,140000,77.7411000,78.4136000,77.6842000,78.3067000,50861
USDRUB,60,20160202,150000,78.3198000,79.2331000,78.2714000,79.1506000,55999
USDRUB,60,20160202,160000,79.1506000,79.8212000,79.0242000,79.4095000,55751
USDRUB,60,20160202,170000,79.4095000,79.4202000,78.7867000,79.3209000,51820
USDRUB,60,20160202,180000,79.3314000,79.4365000,78.8368000,79.0306000,48255
USDRUB,60,20160202,190000,79.0306000,79.5913000,78.8593000,79.4611000,55694
USDRUB,60,20160202,200000,79.4601000,79.6655000,79.0850000,79.3990000,55209
USDRUB,60,20160202,210000,79.3911000,79.5943000,78.6898000,78.7923000,53923
USDRUB,60,20160202,220000,78.7951000,79.0825000,78.4823000,78.9401000,43676
USDRUB,60,20160202,230000,78.9386000,79.2071000,78.7573000,79.0496000,38383
USDRUB,60,20160203,000000,79.0496000,79.3906000,78.8685000,79.3566000,35402
USDRUB,60,20160203,010000,79.3653000,79.4776000,79.1460000,79.4646000,30878
USDRUB,60,20160203,020000,79.4646000,79.8244000,79.2711000,79.6651000,26727
USDRUB,60,20160203,030000,79.8178000,79.8505000,78.3280000,79.3404000,1425
USDRUB,60,20160203,040000,79.4960000,79.8045000,79.2897000,79.3182000,794
USDRUB,60,20160203,050000,79.6967000,81.0247000,79.2577000,79.7108000,54
USDRUB,60,20160203,060000,79.5140000,79.8204000,79.0828000,79.5448000,743
USDRUB,60,20160203,070000,79.7834000,79.7891000,79.5400000,79.5400000,1481
USDRUB,60,20160203,080000,79.7866000,79.8008000,79.5400000,79.5400000,1415
USDRUB,60,20160203,090000,79.5473000,79.8023000,78.6702000,79.6171000,1672
USDRUB,60,20160203,100000,79.8015000,79.8015000,78.5900000,79.5501000,1658
USDRUB,60,20160203,110000,79.4363000,79.7892000,78.6500000,78.8525000,1466
USDRUB,60,20160203,120000,79.3778000,79.5237000,78.5250000,79.3521000,4657
USDRUB,60,20160203,130000,79.2459000,79.8696000,78.9960000,79.0276000,51663
USDRUB,60,20160203,140000,79.0276000,79.3296000,78.2370000,78.4161000,58761
USDRUB,60,20160203,150000,78.4161000,78.7380000,78.0825000,78.7151000,60572
USDRUB,60,20160203,160000,78.7151000,78.8656000,78.3310000,78.7299000,47173
USDRUB,60,20160203,170000,78.7296000,78.7486000,78.0250000,78.0566000,53927
USDRUB,60,20160203,180000,78.0566000,78.4996000,77.8797000,78.4726000,56466
USDRUB,60,20160203,190000,78.4711000,78.7027000,78.0310000,78.1225000,47718
USDRUB,60,20160203,200000,78.1210000,78.5301000,77.8370000,78.4286000,46992
USDRUB,60,20160203,210000,78.4320000,79.3186000,78.3922000,78.5054000,33352
USDRUB,60,20160203,220000,78.5052000,78.8151000,77.9510000,78.1511000,46039
USDRUB,60,20160203,230000,78.1511000,78.3891000,77.9450000,78.0656000,42982
USDRUB,60,20160204,000000,78.0656000,78.1831000,77.5300000,77.6291000,38440
USDRUB,60,20160204,010000,77.6291000,77.7087000,76.7508000,76.8536000,42600
USDRUB,60,20160204,020000,76.8606000,77.1251000,76.5040000,76.6088000,33017
USDRUB,60,20160204,030000,76.7822000,77.3587000,76.5191000,76.5201000,782
USDRUB,60,20160204,040000,76.7665000,77.1619000,76.4634000,76.5531000,742
USDRUB,60,20160204,050000,76.7132000,77.3790000,75.9146000,76.6168000,571
USDRUB,60,20160204,060000,76.7554000,77.3752000,76.3675000,76.6129000,518
USDRUB,60,20160204,070000,76.7534000,76.8637000,75.5635000,76.6236000,1285
USDRUB,60,20160204,080000,76.7338000,77.1752000,76.6076000,76.6276000,1046
USDRUB,60,20160204,090000,76.7358000,77.0750000,76.5817000,76.6021000,860
USDRUB,60,20160204,100000,77.3590000,77.3590000,76.5149000,76.6706000,872
USDRUB,60,20160204,110000,77.0864000,77.1729000,76.4041000,76.7151000,1995
USDRUB,60,20160204,120000,76.7151000,76.8895000,76.0500000,76.4331000,3780
USDRUB,60,20160204,130000,76.4451000,76.6267000,75.6120000,76.5230000,53111
USDRUB,60,20160204,140000,76.5230000,77.2893000,76.4010000,76.8918000,53259
USDRUB,60,20160204,150000,76.8918000,77.0436000,76.0685000,76.2295000,52441
USDRUB,60,20160204,160000,76.2088000,76.7103000,76.0810000,76.4396000,51050
USDRUB,60,20160204,170000,76.4396000,76.9731000,76.3285000,76.8106000,45156
USDRUB,60,20160204,180000,76.8098000,76.8746000,76.4335000,76.7846000,46678
USDRUB,60,20160204,190000,76.7741000,76.9921000,76.4224000,76.5701000,43337
USDRUB,60,20160204,200000,76.5700000,76.6685000,75.5076000,75.7568000,47274
